date,title,link,content
2023-05-14 14:01:04,"檢, 5·18 민주화운동 '기소유예' 61명→'죄 안됨' 처분 변경",https://n.news.naver.com/mnews/article/003/0011857248?sid=102,"[
기사내용 요약지난 2021년 2월 이후 총 86명 처분 변경55명에게 13억3700만원 상당 보상금 지급



[서울=뉴시스] 김금보 기자 = 서울 서초구 대검찰청. 2023.03.23. kgb@newsis.com[서울=뉴시스] 이준호 기자 = 검찰이 5·18민주화운동에 참여해 기소유예 처분을 받은 시민 61명에 대해 정당한 행위임을 인정, 명예회복 조치에 나섰다.대검찰청은 지난해 5월부터 군검찰에 의해 기소유예 처분을 받은 5·18민주화운동 관련자 총 61명에 대해 '죄 안됨'으로 처분을 변경했다고 14일 밝혔다. 지난 2021년 2월 이후 지금까지 총 86명에 대한 처분이 변경됐다.5·18민주화운동 관련 유죄 판결은 '5·18특별법'에 따라 재심청구가 가능한데 기소유예 처분에 대해서는 별도의 명예회복 절차가 없어 검찰이 직권으로 처분 변경에 나서게 됐다.검찰은 대표적인 사례로 서울대학교 교정에서 집회를 하고, 거리에서 열린 가두시위에 참여하는 등 시위를 금지한 계엄포고 제1호를 위반한 혐의를 받았던 영화감독 장선우씨에 대해 불기소 처분을 내렸다.또 거리에서 ""계엄령을 해제하라""며 시위를 진행했던 유모씨에 대해서도 44년 만에 처분을 변경했다.특히 광주지검은 지난해 5~6월 '기소유예 처분을 바로잡아 달라'는 취지로 순천·목포 등 산하지청에 접수된 진정서를 군검찰로 이송해 사건을 재기하도록 하고, 사건을 다시 이송받은 뒤 박모씨 등 9명에 대해 일괄적으로 '죄 안됨' 처분으로 변경하기도 했다.아울러 조사와 재판 과정에서 구금됐던 5·18민주화운동 관련자 55명에게 13억3700만원 상당의 피의자 보상금을 지급하기로 했다.검찰은 유죄를 선고 받았던 피고인에 대한 직권재심도 지속 추진하고 있다. 지난해 5월9일 이후 5명에 대해 직권으로 재심을 청구했다．
]"
2023-05-14 10:37:44,[스트레이트 예고] '기울어진 운동장' K콘텐츠 잔혹사,https://n.news.naver.com/mnews/article/214/0001272596?sid=102,"[
			 [탐사기획 스트레이트]‘기울어진 운동장’ K콘텐츠 잔혹사    “한국 시장에 3조 원대 투자를 할 것이다” 최근 넷플릭스의 발표에 국내 콘텐츠 업계가 들썩인다. 세계적 화제를 모은 드라마 &lt;오징어 게임&gt; 신화를 재현할 수 있을지 모른다는 기대감도 커졌다.   하지만 일각에선 경계의 목소리도 나온다. 막대한 투자금을 앞세운 넷플릭스는 저작권을 싹쓸이 중이다. 이 때문에 작품이 아무리 흥행해도 한국 콘텐츠 제작업체는 수수료 외엔 과실을 얻지 못한다. “모든 권리를 양도한다는 것에 거의 다 서명하기 때문에 감히 개인으로서 그걸 깰 수는 없으니까. 그럴 힘도 없었고요”(&lt;오징어 게임&gt; 황동혁 감독). 넷플릭스의 저작권 독점에 한국 업체들이 ‘콘텐츠 하청공장으로 전락할 수 있다’는 우려도 나온다.   영화와 드라마, 웹툰과 애니메이션까지 세계 시장에서 주목받는 K콘텐츠 업계. 공격적으로 몸집을 키우는 과정에서 넷플릭스 같은 대규모 유통 플랫폼의 영향력도 갈수록 커지고 있다. 이들과 계약하고 작품을 만드는 콘텐츠 창작자들은 과연 정당한 보상을 받는 것일까.  연 매출 1조 원대 규모로 성장하며, 영화와 드라마 원작으로 주목받는 웹툰 업계. 억대 수입을 올리는 스타 작가도 등장했지만, 최저임금에 못 미치는 돈을 받는 무명 작가도 수두룩하다. 이런 저임금 노동의 배경에는 단계별로 수수료를 떼가는 웹툰 유통구조가 있다. 웹툰 유통 플랫폼은 매출액의 최대 절반까지 수수료를 떼는 것으로 알려져 있다. 하청 업체 격인 제작사도 각종 명목으로 떼고, 저작권 전부를 회사에 건네라고 요구하기도 한다.     이번 주 &lt;스트레이트&gt;는 K-콘텐츠 생태계를 떠받치는 웹툰 창작자들의 일상을 밀착 취재했다. 이들은 1년에 수천 편이 쏟아지는 시장에서 작품에 자신을 갈아 넣는다. 저임금 구조를 고착화하는 ‘불공정한’ 계약 관행과 1주일 평균 60~70시간에 달하는 장시간 노동은 이들을 괴롭힌다. “자살과 질병으로, 1년에 한 명씩 꼭 동료의 사망 소식을 듣는 것 같아요”  이들은 지금도 관절약, 우울증 약을 삼키며 지옥 같은 ‘마감 전쟁’을 치른다.      게임의 원작으로도 유명한 만화 &lt;리니지&gt;를 그린 신일숙 작가는 웹툰 업계를 ‘피라미드’로 진단한다. ""완전히 피라미드 형태예요. 5퍼센트 정도 작가들이 거의 모든 수익을, 엄청난 수익을 창출하고, 나머지 중간은 겨우 한 달 한 달 가는 정도..밑에는 아마 아르바이트 하지 않으면 살아갈 수 없는 정도의 작가들도 많이 있을 거예요"" 올해 40주년을 맞은 '아기공룡 둘리'를 그린 원로 만화가 김수정 씨는 그래서 지금이 위기라고 말한다. ""웹툰 작가를 지망하는 숫자도 많이 늘었단 말이에요. 플랫폼을 운영하는 업체들은 골라가며 쓸 수 있죠. 이런 데서 오는 불평등한 것도 있을 거라고 봐요. 이렇게 가다가 나중에 더 구렁텅이로 빠질 수도 있겠다…""      
]"
2023-05-14 20:13:01,화장 꼭 지워야 할까? 운동 전후 피부관리법,https://n.news.naver.com/mnews/article/296/0000065839?sid=103,"[
자외선 차단제는 필수, 땀 잘 씻어야



운동 전후 조금만 더 신경써도 탄력있는 피부를 만들수 있다. [사진= 게티이미지뱅크]운동을 열심히 하면 피부도 좋아진다. 지구력 운동과 고강도 유산소 운동이 피부 노화를 완화할 수 있다는 연구 결과가 있다. 피부 노화를 촉진하고 피부 질환을 악화시킬 수 있는 만성 스트레스를 해소하는 데 운동이 도움을 주기 때문이다. 조금만 더 신경써도 탄력있는 피부를 만들수 있다. 운동 전후 피부를 살리는 상식 몇가지를 소개한다.  운동 전 자외선 차단제는 꼭 필수 = 야외에서 운동을 할 예정이라면, 자외선차단지수(SPF)가 30 이상이면서 UVA/UVB 이중차단(broad-spectrum sunscreen)이 되는 자외선차단제를 바른다. 중요한 건 햇볕이 드는 창이 있는 헬스장에서 운동을 할 때에도 마찬가지라는 점이다. 피부 손상과 노화에 있어 모든 빛이 중요하다는 것을 보여주는 증거가 많아지고 있다. 운동 전에는 얼굴, 목, 가슴, 목뒤에 자외선차단제를 꼭 발라주도록 한다.  운동 전 화장 굳이 지우지 않아도 돼 = 운동을 하기 전 굳이 화장을 지우지 않아도 괜찮다. 단, 무거운 보습제는 바르지 않는 것이 좋다. 일부 보습제는 수분이 증발하는 것을 막도록 피부에 장벽을 만드는데, 모공이 막힐 우려가 있을 뿐 아니라 땀이 나 얼굴을 식히는 데에도 방해가 될 수 있다.  운동 후 땀을 잘 씻어낸다  = 운동하면서 입었던 레깅스를 밖에 나갈 때에도 입는 일이 흔해졌다. 하지만 땀을 흘리고 나면 박테리아가 자랄 수 있는 따뜻하고 습한 환경이 만들어지기 때문에 최소한 땀과 기름, 세균을 없애기 위해 잘 씻어내야 한다. 여드름성 피부라면 특히 중요하다. 운동 후에는 항상 새 옷으로 갈아입도록 한다.  운동 후 얼굴은 꼭 씻는다 = 헬스장에서 샤워를 할 여건이 되지 않는다면 세수만이라도 한다. 세수를 할 때에는 부드럽고 순한 클렌저를 사용한다. 정말 시간이 없다면 클렌징 티슈를 사용할 수 있다. 여드름이 잘 나는 피부라면, 살리실산(salicylic acid) 성분이 들어있는 티슈가 모공이 막혀 여드름이 나는 걸 예방하는 데 도움을 줄 수 있다. 그런 다음, 가벼운 보습제를 바른다.  운동 후 자외선차단제도 꼭 = 자외선차단제는 피부에 탄력을 주고 주름을 방지하는 피부 속 단백질 콜라겐을 분해시키는 자외선으로부터 피부를 보호한다. 운동 후에는 스포츠용 자외선차단제를 다시 두껍게 바르기보다는, 자외선은 차단하면서 피부톤을 고르게 해주는 가벼운 제품을 고른다.  운동 후 피부를 식혀준다 = 운동 후에는 걷기나 스트레칭을 하며 근육을 풀어주어야 한다. 이와 마찬가지로 얼굴도 휴식이 필요하다. 열은 피부의 회복 과정을 방해해 피부를 손상시킬 수 있다. 핫요가와 같이 장시간 열에 노출된 후에는 특히 중요하다. 시원한 물로 세수를 하거나 쿨링 마스크팩을 사용해 얼굴 피부를 식혀준다. 
]"
2023-05-14 17:20:04,"강원민주재단, 5·18 민주화운동 43주년 기념행사 개최",https://n.news.naver.com/mnews/article/087/0000970440?sid=102,"[
15일부터 시민 참여형 프로그램 운영“민주화 영웅들의 뜻 되새기고자 기획”강원민주재단은 15일부터 엿새간 5·18 민주화운동 43주년 기념행사를 진행한다.‘오월의 어머니, 아버지께’를 주제로 진행되는 이번 행사는 5·18 민주화운동 정신을 계승하고 시민의 일상으로 확대하고자 마련됐다. 강원민주재단과 강원도, 서부보훈지청, 도 5·18민주화운동유공자동지회가 공동 주최한다.행사 기간 5·18 민주화운동 43주년 기념 사진전, 다큐멘터리 상영, 기념식, 청소년 도전 골든벨, 연극공연 등의 시민 참여형 프로그램이 진행된다.사진전은 15일부터 엿새간 이어지며, 다큐멘터리는 오는 18일 춘천 ‘올훼의 땅’ 카페에서 상영된다. 5·18 민주화운동 43주년 기념식과 청소년 도전 골든벨, 연극공연은 오는 20일에 열린다.최윤 강원민주재단 이사장은 “5·18 민주화운동 43주년을 맞아 민주화 영웅들의 뜻을 되새기고 넋을 기리고자 이번 행사를 기획했다”며 “단순한 기념행사를 넘어 시민들이 민주화운동에 대해 서로 소통하고 공감할 수 있는 장이 될 수 있도록 행사를 운영하겠다”고 말했다.
]"
2023-05-14 17:46:57,"민주화운동교육관 위탁사업 탈락 공법단체, 강기정 시장 고소 방침",https://n.news.naver.com/mnews/article/056/0011484566?sid=102,"[
			[KBS 광주]5·18민주화운동교육관 위탁운영 사업자 선정에서 탈락한 부상자회와 공로자회가 강기정 광주시장을 고소하기로 했습니다. 부상자회와 공로자회는 민주화운동교육관 위탁 운영 기관 공모 과정에 강기정 시장과 관련 공무원들이 부당하게 개입했다며, 강 시장과 공무원들을 상대로 광주지방검찰청에 고소장을 내기로 했습니다. 이에 대해 광주시는 심사위원회를 전원 외부 전문가로 구성해 독립적이고 공정하게 선정 절차를 진행했다며, 사실이 아닌 추정을 근거로 한 고소에 유감을 표시하고 이후 진행될 위수탁 업무도 공명정대하게 진행하겠다고 밝혔습니다. 앞서 광주시는 민주화운동교육관 위탁 운영 기관 공모에 신청한 부상자회를 '부적격'으로 판정해 재공모했고 다시 부상자회와 공로자회 등 두 공법단체가 지원하자 '적격자 없음'으로 결정하고 운영 기관을 선정하지 않았습니다.
]"
2023.05.14. 오전 5:10,"
			던, 탄탄한 근육+운동 마니아…반전 건강미 자랑 [RE:TV]
		",https://n.news.naver.com/mnews/article/421/0006804357?sid=106,"[
'전지적 참견 시점' 13일 방 
MBC '전지적 참견 시점' 방송 화면 캡처(서울=뉴스1) 이아영 기자 = 던이 연약해 보이는 인상과 달리 탄탄한 근육을 자랑했다.13일 방송된 MBC '전지적 참견 시점'에서는 가수 던과 매니저 정도윤의 참견 영상이 공개됐다.던과 함께 일한 지 5개월이 된 매니저는 던과 동갑이고, 심지어 초등학교 동창이라는 걸 뒤늦게 알아 더 친해졌다고 한다. 매니저는 던이 절대 아프지 않지만 인상 때문에 병약한 이미지가 있는데 활기와 생기를 찾아주고 싶다고 했다. 던은 작업실에서 눈을 떴다. 던은 ""작업실에서 거의 생활을 한다. 작업하다가 자는 경우가 너무 많다""고 말했다. 음악 작업뿐만 아니라 취미로 하는 미술, 사진 작업 등을 할 수 있는 스튜디오가 따로 있었다. 던은 일어나서 제일 먼저 반려견의 밥을 챙겨준 뒤 씻었다. 던은 피아노 앞에 앉아 노래를 부르더니 또 소파에 앉아서 눈을 감았다. 그리고 밥을 챙겨 먹었는데 생당근을 그냥 씹어먹더니 ""배부르다""며 남겼다. 던은 ""공복에 활동하는 게 좋아서 잘 안 먹는다""며 ""하루에 한 끼 먹는다""고 말했다. 최근에 먹은 것 중 제일 맛있게 먹은 게 뭐냐는 질문에 과자라고 답했다.전현무는 배고픔을 느끼냐고 물었다. 던은 ""먹을 거에 신경을 안 쓰다 보니 하루를 거른 적이 있다. 그런데 다음날 아침에 일어나니 기분이 이상해서 카페에 가서 라테를 사 먹었다. 그러고 그날 아무것도 안 먹었다""고 말해 충격을 안겼다. 던은 운동을 하러 가서 인바디를 측정했는데, 트레이너는 ""저번보다 체지방률이 떨어졌다""고 말했다. 몸무게도 56kg밖에 되지 않았는데 이게 1kg 찐 것이라고 했다. 마른 몸에 비해 어려운 운동을 거뜬히 해내 감탄을 자아냈다. 그러다가도 언제 그랬냐는 듯 운동 쉬는 동안엔 또 벤치에 무기력하게 누웠다.그런데 상의를 벗자 탄탄한 근육을 자랑했다. 던은 ""취미로 클라이밍, MMA를 한다. 수영도 했고 테니스, 아크로바틱도 했다""고 말했다. 전현무와 팔씨름을 했는데 이겨서 스튜디오를 뒤집어놓았다.
			]"
2023-05-14 18:35:04,5·18민주화운동 43주년 앞둔 뜨거운 추모 행렬[TF사진관],https://n.news.naver.com/mnews/article/629/0000216716?sid=102,"[
휴일 맞아 단체·가족 단위 참배객 5·18민주묘지 방문초등학생들 ""죽을 각오로 군인과 싸운 시민들 대단해""



나흘 앞으로 다가온 5⋅18를 앞두고 휴일을 맞아 전국에서 광주를 찾는 5⋅18 추모객들이 늘어나고 있다./ 광주 = 나윤상5·18민주화운동 43주년을 나흘 앞둔 14일 주말을 맞아 전국에서 온 단체⋅가족 단위 추모객들이 광주시 북구 운정동 국립5·18민주묘지와 사적지 등을 찾고 있다.



전날 광주를 찾은 연세대학교 마이너리티 공동체 학생 14명은 광주민주화광장과 518기념재단 등을 찾아 그날의 아픔을 공감하고 이틀날 행사로 이날 국립5·18민주묘지 등을 둘러봤다.이들 중 처음으로 광주를 방문했다는 한 학생은 ""학교에서 배울 때와 현장에서 느끼는 것은 완전히 다른 경험이었다""며 ""민주화 운동의 의미를 더 깊이 새기게 되었다""고 말했다.







서울에서 버스로 광주를 찾은 시민단체 회원 20명도 5⋅18 사적지인 옛 전남도청과 5·18민주묘지를 둘러보고 간다고 전하면서 ""5월 정신이 어떤 것인가를 되새기는 계기가 되었다""고 말했다.















망월동 구묘지에서는 인권⋅민주화운동을 책을 통해서 알리고 있는 예지책방과 댄스스포츠로 5⋅18민주화운동을 형상화한 히어로 댄스팀의 '님을 위한 몸짓' 공연이 펼쳐졌다.댄스스포츠답게 격렬한 춤사위로 관객의 시선을 사로잡은 댄스팀의 율동에 관객들은 그날의 아픔과 미래의 희망을 공감했다.











5·18민주묘지에도 추모객의 행렬은 이어졌다.가족 단위로 5·18민주묘지를 찾은 추모객들은 해설사로부터 상세한 그날의 이야기들을 들으면서 민주화의 의미를 다시 한번 새기고 있었다.해남에서 교회모임으로 처음 5·18민주묘지를 찾았다는 김다헌(13), 이서준(12), 최은총(12) 학생들은 ""(5·18민주화운동 당시) 사람들이 죽을 각오를 하고 군인들과 싸웠다는 것이 대단하게 느껴진다""고 말했다.김다헌 학생은 ""군인들이 시민들에게 한 일이 결국은 대통령이 시키니까 했던 것""이라는 의견을 피력했다.이서준 학생은 ""현장에 오니 뭔가 생생한 느낌이고 생각보다 묘가 많았다""고 말했다.취재진이 '혹시 무덤이 무섭지는 않았냐'는 질문에 어린 학생들은 이구동성으로 ""무섭지 않았다""고 답했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write
]"
2023-05-14 17:13:01,춘천퀴어문화축제 열려 “소양강 퀴어운동회”,https://n.news.naver.com/mnews/article/087/0000970439?sid=102,"[
14일 춘천 의암공원에서 부스 운영, 공연, 행진춘천퀴어행사 반대하는 시민단체 시위로 작은 충돌…



14일 춘천시 공지천 의암공원에서 열린 제3회퀴어문화축제에서 참가자들이 행진하고 있다. 신세희기자제3회 춘천퀴어문화축제 ‘소양강퀴어운동회’가 14일 춘천 의암공원 일대에서 펼쳐졌다.이날 축제는 ‘퀴어가 힘이 넘치네’를 슬로건으로 전국퀴어문화축제연대회의의 연대발언과 드랙 아티스트 ‘허리케인 김치’의 공연 등이 진행됐다. 성소수자 인권향상을 위한 홍보 부스와 플리마켓, 다양한 운동회 프로그램도 함께 운영해 참여율을 높였다.효성 춘천퀴어문화축제 조직위원은 “올해 축제는 경쟁보다 화합을 추구하기 위해 운동회 형식으로 치러진다”며 “누구도 소외받지 않고 존중과 연대를 느낄 수 있길 바란다”고 말했다.축제는 춘천여성민우회, 춘천여성회, 강원대 생활도서관, 강원대 성소수자 동아리 ‘Q.P.D.E’, 한림대학교 성소수자&amp;앨라이소모임 ‘이웃’, 노동당춘천당원협의회, 대한성공회춘천나눔의집과 더불어 민주노총 강원지역본부, 정의당 춘천시위원회, 진보당 춘천지역위원회, 춘천녹색당 등이 연대해 치러졌다. 이들은 의암공원에서 출발해 중앙로터리까지 행진하는 단체 마라톤 퍼레이드를 실시, 성소수자의 다양한 성 정체성을 상징하는 깃발을 들고 거리로 나섰다.행진에 참여한 이경순 춘천민우회 대표는 “성소수자의 인권을 제고하는 행사”라며 “시의 축제장소 불허 결정은 시대를 역행하는 것”이라고 강조했다.



14일 춘천시 공지천 의암공원에서 일부 시민들이 퀴어문화축제를 반대하며 피켓을 들고 있다. 신세희기자정의당 강원도당도 “차별금지법이 처음으로 발의된 지 16년이나 지났으나 여전히 국회의 문턱을 넘지 못하고 있다”며 “춘천시 또한 도내 유일의 성소수자 인권축제를 환영하고 공원 사용을 허락해야 한다”고 발표했다.이날 의암공원에서는 축제를 반대하는 기자회견과 시위도 동시에 열렸다.한효관 건강한사회를위한국민연대 대표는 “퀴어 축제는 음란성을 수단으로 하는 시위”라며 “언론에서도 축제를 취재하거나 보도해 관심을 증폭시키지 말고 무대응으로 일관해야 한다”고 주장했다. 해당 단체는 동성애를 비판하기 위해 성적 수위가 높은 사진 등을 전시하면서 주말을 맞이해 아이를 데리고 놀러나온 시민들과 대립하기도 했다.한편, 조직위는 시의 장소 불허 결정에 따라 경찰에 집회 신고를 마치고 축제를 이어갔다. 만일의 사태를 우려한 경찰이 투입됐으나 물리적 충돌은 없었다.
]"
2023-05-14 09:01:45,이차전지 특화단지 전북 유치 범도민 운동 전개,https://n.news.naver.com/mnews/article/056/0011484466?sid=101,"[




[KBS 전주]국가 첨단전략산업인 이차전지 특화단지를 전라북도에 유치하기 위한 범도민 운동이 전개됩니다.  경제, 청년, 시민 사회 등 90여 개 단체로 구성된 전북 실행위원회는, 앞으로 이차전지 관련 산업의 국내외 공급망과 실증 단지 구축을 위해 민간 주도의 지원 활동을 펼치기로 했습니다.  또 새만금이 이차전지 산업의 최적의 입지를 가진 만큼, RE100 실현을 위해 도민의 역량을 모아줄 것도 당부했습니다.[사진 출처 : 전라북도 제공]
]"
2023-05-13 21:39:40,"국립진주박물관, 형평운동 100주년 ‘특별전’",https://n.news.naver.com/mnews/article/056/0011484395?sid=103,"[
[KBS 창원]국립진주박물관이 오늘(13일)부터 7월 16일까지 형평운동 100주년을 기념하는 특별전을 개최합니다.이번 전시에는 조선 시대 백성의 삶을 보여주는 '경상도 단성현 호적대장' 등 문화재 백여 점이 출품되며, 형평운동 역사자료도 함께 소개됩니다.형평운동은 1923년 진주에서 창립된 조선형평사가 백정에 대한 사회적 편견과 차별을 철폐하기 위해 벌인 인권운동입니다.
]"
